hostname;ipl0;ipl237;;
ra035139.rpo.brad_Loopback0;172.17.19.44;Serial0/0/0.1;172.25.192.34;otr;
ra30005.bru.brad_Loopback0;172.27.30.20;Serial0.1;172.25.138.18;age;
ra035869.srr.brad_Loopback0;172.17.47.140;Serial0/0/0.1;172.25.149.234;otr;
ra030781.fla.brad_Loopback0;172.27.74.4;Serial0/0/0.1;172.24.206.162;age;
ra056434.bhe.brad_Loopback0;172.17.99.172;Serial0/0/0.1;172.25.208.194;age;
ra30657ag.nct.brad_Loopback0;172.27.224.220;Serial0/0/1.1;172.25.59.122;age;
ra30044.bru.brad_Loopback0;172.27.31.180;Serial0/0.1;172.25.238.226;age;
ra30004.bru.brad_Loopback0;172.27.30.4;Serial0/0.1;172.25.161.106;age;
ra31004.vta.brad_Loopback0;172.27.56.100;Serial0.1;172.25.166.50;age;
ra31738.srr.brad_Loopback0;172.27.40.148;Serial0.1;172.25.242.234;age;
ra031595.jve.brad_Loopback0;172.17.57.220;Serial0/0/0.1;172.24.205.138;age;
ra038171.bru.brad_Loopback0;172.17.78.108;Serial0/0/0.1;172.25.136.106;otr;
ra30008.bru.brad_Loopback0;172.27.30.52;Serial0/3.1;172.25.246.226;age;
ra022576.srr.brad_Loopback0;172.27.30.244;Serial1.1;172.25.18.34;age;
ra31610.sts.brad_Loopback0;172.27.39.148;Serial0.1;172.25.72.194;age;
ra30372.jve.brad_Loopback0;172.27.88.36;Serial1.1;172.25.236.154;age;
ra30319.cas.brad_Loopback0;172.27.35.68;Serial0.1;172.25.144.154;age;
ra039213.poc.brad_Loopback0;172.27.222.220;Serial0/0/0.1;172.24.11.10;otr;
ra38838bd.sat1.brad_Loopback0;172.27.222.204;Serial0/0/0.1;172.26.254.105;otr;
ra030903.sat3.brad_Loopback0;172.27.55.164;Serial0.1;172.26.235.201;age;
ra035116.srr.brad_Loopback0;172.27.17.204;Serial0/0/0.1;172.25.106.138;otr;
ra031467.csc.brad_Loopback0;172.27.91.148;Serial0.1;172.25.139.66;age;
ra30250.bsa.brad_Loopback0;172.27.49.244;Serial0/2.1;172.24.35.50;age;
ra30273.sdr.brad_Loopback0;172.27.71.100;Serial0/0.1;172.25.246.186;age;
ra39566.sdr.brad_Loopback0;172.17.2.236;Serial0/0/0.1;172.25.199.234;otr;
ra31999.mns.brad_Loopback0;172.27.65.132;Serial0/0.1;172.25.186.154;age;
ra32908.sts.brad_Loopback0;172.27.48.12;Serial0.1;172.25.240.154;age;
ra30442.rpo.brad_Loopback0;172.27.36.116;Serial0.1;172.25.115.146;age;
ra39134bd.sat1.brad_Loopback0;172.27.154.172;Serial0/0/0.1;172.26.125.133;otr;
ra30791.fla.brad_Loopback0;172.27.74.68;Serial0.1;172.25.211.10;age;
ra038940.rsd.brad_Loopback0;172.27.216.220;Serial1.1;172.26.254.13;otr;
ra37746.tte.brad_Loopback0;172.27.137.252;Serial0/0/0.1;172.25.129.42;otr;
ra031179.foz.brad_Loopback0;172.17.32.172;Serial0/0/0.1;172.24.240.74;age;
ra30190.cas.brad_Loopback0;172.27.49.52;Serial0.1;172.25.162.250;age;
ra30480.jai.brad_Loopback0;172.27.51.100;Serial0/0.1;172.25.246.250;age;
ra30480.jai.brad_Loopback0;172.27.51.100;Serial1/7.1;172.25.246.250;age;
ra38910.tte.brad_Loopback0;172.27.21.172;Serial0/0/0.1;172.25.150.226;otr;
ra031264ag.sat1.brad_Loopback0;172.27.57.196;Serial0.1;172.26.235.53;age;
ra032057.bsa.brad_Loopback0;172.17.35.76;Serial0/0/0.1;172.24.185.194;age;
ra30379.rpo.brad_Loopback0;172.27.50.196;Serial0.1;172.25.141.178;age;
ra32235.sts.brad_Loopback0;172.27.44.196;Serial0/0.1;172.25.143.98;age;
ra39021.bsa.brad_Loopback0;172.17.68.140;Serial0/0/0.1;172.26.252.101;otr;
ra30939.pae.brad_Loopback0;172.27.207.204;Serial0/0/0.1;172.24.252.250;age;
ra21122ag.pae.brad_Loopback0;172.27.112.108;Serial0/0/0.1;172.25.163.114;age;
ra30390.tte.brad_Loopback0;172.27.35.212;Serial1.1;172.25.246.154;age;
ra30987.mcl.brad_Loopback0;172.27.56.84;Serial1.1;172.25.155.106;age;
ra035675.sat1.brad_Loopback0;172.17.128.71;Serial0/0/0.1;172.25.66.218;otr;
ra052420.bhe.brad_Loopback0;172.17.58.76;Serial0/0/0.1;172.24.151.90;age;
ra33224.jpa.brad_Loopback0;172.27.83.100;Serial0/0.1;172.24.40.186;age;
ra30343.csl.brad_Loopback0;172.27.48.44;Serial0/0/0.1;172.25.244.194;age;
ra050059.cas.brad_Loopback0;172.27.230.44;Serial0/0/0.1;172.24.101.170;age;
ra33101.sdr.brad_Loopback0;172.27.70.52;Serial0/1.1;172.25.125.250;age;
ra33052.rce.brad_Loopback0;172.27.81.244;Serial0.1;172.25.223.90;age;
ra050928.cens.brad_Loopback0;172.17.34.12;Serial0/0/0.1;172.25.115.98;age;
ra31472.fns.brad_Loopback0;172.27.59.196;Serial0/0.1;172.25.167.122;age;
ra21291.blm.brad_Loopback0;172.27.77.164;Serial0/1.1;172.25.222.202;age;
ra30240.gna.brad_Loopback0;172.27.49.116;Serial0/1.1;172.25.247.82;age;
ra050224.scec.brad_Loopback0;172.27.133.188;Serial0/0/0.1;172.24.98.250;age;
ra30223.cas.brad_Loopback0;172.27.34.52;Serial0/0.1;172.25.243.2;age;
ra31474.vta.brad_Loopback0;172.27.59.212;Serial0.1;172.25.236.202;age;
ra31340.bru.brad_Loopback0;172.27.38.180;Serial1.1;172.24.149.90;age;
ra32388.cas.brad_Loopback0;172.27.45.180;Serial0/1/1.1;172.24.149.130;age;
ra000811.bsa.brad_Loopback0;172.27.223.236;Serial0/0/0.1;172.24.178.194;age;
ra33516.sdr.brad_Loopback0;172.27.117.124;Serial0/2.1;172.25.144.162;age;
ra30329.paa.brad_Loopback0;172.27.50.164;Serial1.1;172.25.82.10;age;
ra30047.lda.brad_Loopback0;172.27.85.36;Serial0/1/0.1;172.25.192.186;age;
ra30394.rpo.brad_Loopback0;172.27.35.244;Serial0/0.1;172.25.254.162;age;
ra30260.rpo.brad_Loopback0;172.27.34.148;Serial1.1;172.25.246.234;age;
ra26425.sdr.brad_Loopback0;172.27.130.156;Serial0/0/1.1;172.26.253.153;otr;
ra031638.bru.brad_Loopback0;172.27.40.4;Serial0.1;172.25.95.242;age;
ra30985.fla.brad_Loopback0;172.27.75.180;Serial0.1;172.25.247.90;age;
ra030511.jfa.brad_Loopback0;172.27.51.228;Serial0.1;172.25.237.106;age;
ra031456.cba.brad_Loopback0;172.27.59.84;Serial0.1;172.25.243.218;age;
ra030510.sjc.brad_Loopback0;172.27.51.212;Serial0/0.1;172.25.51.146;age;
ra031863.dvl.brad_Loopback0;172.27.64.4;Serial0.1;172.26.241.85;age;
ra37871.srr.brad_Loopback0;172.27.234.172;Serial0/0/0.1;172.25.150.154;otr;
ra032711.gna.brad_Loopback0;172.27.69.132;Serial1/1.1;172.24.47.82;age;
ra33036.sdr.brad_Loopback0;172.27.81.164;Serial0/3.1;172.25.240.234;age;
ra035127.srr.brad_Loopback0;172.27.125.12;Serial0/0/0.1;172.25.188.202;otr;
ra31522.fla.brad_Loopback0;172.27.77.148;Serial1.1;172.25.247.98;age;
ra035511.ula.brad_Loopback0;172.17.21.108;Serial0/0/0.1;172.25.153.18;otr;
ra30193.rpo.brad_Loopback0;172.27.33.132;Serial1.1;172.25.82.202;age;
ra35203.bru.brad_Loopback0;172.17.4.124;Serial0/0/0.1;172.25.152.26;otr;
ra30037.srr.brad_Loopback0;172.27.31.68;Serial1.1;172.25.141.154;age;
ra30037.srr.brad_Loopback0;172.27.31.68;Serial0.1;172.25.141.154;age;
ra30860.mcl.brad_Loopback0;172.27.55.116;Serial0.1;172.24.224.42;age;
ra33226.fla.brad_Loopback0;172.27.83.116;Serial1.1;172.25.246.242;age;
ra035186.rpo.brad_Loopback0;172.27.11.44;Serial0/0/0.1;172.25.197.98;otr;
ra31395.gna.brad_Loopback0;172.27.58.228;Serial0/0/0.1;172.25.48.202;age;
ra032311.paa.brad_Loopback0;172.27.45.52;Serial0.1;172.25.82.26;age;
ra31664.rpo.brad_Loopback0;172.27.40.84;Serial0.1;172.25.49.98;age;
ra035030.bhe.brad_Loopback0;172.17.62.12;Serial0/0/0.1;172.26.252.217;otr;
ra30402.cas.brad_Loopback0;172.27.51.4;Serial0/0.1;172.25.161.122;age;
ra37729.srr.brad_Loopback0;172.27.135.76;Serial0/0/0.1;172.25.150.82;otr;
ra30532.rpo.brad_Loopback0;172.27.37.20;Serial0/3.1;172.25.247.2;age;
ra038382.poc.brad_Loopback0;172.17.66.140;Serial0/0/0.1;172.25.125.82;otr;
ra031508.blm.brad_Loopback0;172.27.105.68;Serial1.1;172.26.239.149;age;
ra04926ag.bsa.brad_Loopback0;172.27.107.28;Serial0/1/0.1;172.25.184.114;age;
ra30249.bsa.brad_Loopback0;172.27.49.228;Serial1.1;172.24.40.226;age;
ra30477.oco.brad_Loopback0;172.27.179.236;Serial0/0/0.1;172.24.240.226;age;
ra30078.srr.brad_Loopback0;172.27.32.116;Serial1.1;172.25.141.162;age;
ra30986.bhe.brad_Loopback0;172.27.56.68;Serial1.1;172.24.28.18;age;
ra30062.bru.brad_Loopback0;172.27.31.228;Serial1.1;172.25.162.218;age;
ra035119bd.sat1.brad_Loopback0;172.27.28.172;Serial0/0/0.1;172.26.127.41;otr;
ra38882.rpo.brad_Loopback0;172.27.198.44;Serial0/0/0.1;172.25.151.34;otr;
ra31038ag.rce.brad_Loopback0;172.27.76.84;Serial1.1;172.24.246.178;age;
ra38877.bru.brad_Loopback0;172.27.195.204;Serial0/0/0.1;172.25.151.146;otr;
ra031153.srr.brad_Loopback0;172.27.207.172;Serial0/0/0.1;172.24.140.218;age;
ra30567.paa.brad_Loopback0;172.27.37.100;Serial0.1;172.25.82.14;age;
ra030701.mke.brad_Loopback0;172.27.99.100;Serial0.1;172.25.247.122;age;
ra031574.mbi.brad_Loopback0;172.27.39.116;Serial0.1;172.25.247.130;age;
ra30179.mga.brad_Loopback0;172.27.85.244;Serial0.1;172.25.143.130;age;
ra26300.csl.brad_Loopback0;172.27.113.76;Serial0/1/0.1;172.26.233.69;otr;
ra030673.bsa.brad_Loopback0;172.27.54.4;Serial1.1;172.24.28.34;age;
ra038382.poc.brad_Loopback0;172.17.66.140;Serial0/0/0.1;172.25.125.82;otr;
ra033598.sdr.brad_Loopback0;172.27.113.124;Serial0/0/0.1;172.26.239.145;age;
ra035132.bru.brad_Loopback0;172.17.10.188;Serial0/0/0.1;172.25.188.210;otr;
ra33164.sdr.brad_Loopback0;172.27.82.164;Serial0.1;172.24.184.210;age;
ra31739.cas.brad_Loopback0;172.27.40.164;Serial1.1;172.25.161.170;age;
ra037653.cens.brad_Loopback0;172.27.6.252;Serial0/0/0.1;172.25.196.178;otr;
ra31926.pae.brad_Loopback0;172.27.94.212;Serial0/0.1;172.24.250.114;age;
ra32098.sjc.brad_Loopback0;172.17.0.60;Serial0/0/0.1;172.25.101.154;age;
ra39004.srr.brad_Loopback0;172.27.231.220;Serial0/0/0.1;172.25.136.90;otr;
ra039584.pga.brad_Loopback0;172.17.6.188;Serial0/0/0.1;172.26.255.81;otr;
ra30022.srr.brad_Loopback0;172.27.30.228;Serial1.1;172.25.185.122;age;
ra053329.jai.brad_Loopback0;172.27.186.252;Serial0/0/0.1;172.24.171.114;age;
ra032469.bhe.brad_Loopback0;172.27.68.4;Serial0.1;172.26.239.153;age;
ra33020.sdr.brad_Loopback0;172.27.81.84;Serial0.1;172.25.241.146;age;
ra030842ag.sat1.brad_Loopback0;172.17.49.28;Serial0/0/0.1;172.25.189.50;age;
ra053047.blm.brad_Loopback0;172.27.66.92;Serial0/0/0.1;172.24.220.10;age;
ra31257.srr.brad_Loopback0;172.27.163.172;Serial0/0/0.1;172.25.236.34;age;
ra030172.srr.brad_Loopback0;172.27.33.36;Serial1.1;172.25.185.130;age;
ra31659.pcs.brad_Loopback0;172.27.62.148;Serial0.1;172.25.165.90;age;
ra30713.fla.brad_Loopback0;172.27.213.140;Serial0/2.1;172.25.189.106;age;
ra30238.sdr.brad_Loopback0;172.27.71.36;Serial0.1;172.25.144.218;age;
ra030527.soc.brad_Loopback0;172.27.36.228;Serial0/0/0.1;172.25.131.234;age;
ra30679.blm.brad_Loopback0;172.27.73.36;Serial0/2.1;172.25.240.226;age;
ra31566.bhe.brad_Loopback0;172.27.61.116;Serial1.1;172.25.161.154;age;
ra33406.gna.brad_Loopback0;172.27.71.4;Serial1.1;172.24.126.250;age;
ra30397.bru.brad_Loopback0;172.27.36.4;Serial0/0.1;172.25.162.226;age;
ra30174.cpe.brad_Loopback0;172.27.49.4;Serial0.1;172.25.162.234;age;
ra31695.rce.brad_Loopback0;172.27.78.52;Serial0.1;172.24.136.234;age;
ra32030.fns.brad_Loopback0;172.27.95.68;Serial0/0/0.1;172.25.55.226;age;
ra30382.fns.brad_Loopback0;172.27.88.132;Serial0.1;172.24.136.145;age;
ra30206.tte.brad_Loopback0;172.27.33.212;Serial0/0/0.1;172.25.55.42;age;
ra39132bd.sat1.brad_Loopback0;172.27.165.252;Serial0/0/0.1;172.26.125.241;otr;
ra031557.pae.brad_Loopback0;172.17.17.28;Serial0/0/0.1;172.25.254.186;age;
ra30384.cta.brad_Loopback0;172.27.88.164;Serial0/0/0.1;172.24.26.218;age;
ra30750.cba.brad_Loopback0;172.27.54.148;Serial0.1;172.25.59.2;age;
ra30385.csc.brad_Loopback0;172.27.88.180;Serial1.1;172.24.32.10;age;
ra31555ag.csc.brad_Loopback0;172.27.92.20;Serial0/0/0.1;172.25.229.218;age;
ra30364.soc.brad_Loopback0;172.27.35.132;Serial0/0.1;172.25.192.210;age;
ra30331.fns.brad_Loopback0;172.27.86.132;Serial0.1;172.24.228.90;age;
ra014996.mke.brad_Loopback0;172.27.217.28;Serial0/0/0.1;172.25.255.242;age;
ra035371.bru.brad_Loopback0;172.17.59.236;Serial0/0/0.1;172.25.187.106;otr;
ra32463.vta.brad_Loopback0;172.27.67.244;Serial0.1;172.25.143.178;age;
ra30526.srr.brad_Loopback0;172.27.36.212;Serial0.1;172.25.82.218;age;
ra031162.bhe.brad_Loopback0;172.17.48.188;Serial0/0/0.1;172.24.160.58;age;
ra060369.sts.brad_Loopback0;172.17.142.196;Serial0/1/0.1;172.26.250.197;age;
ra031084.cens.brad_Loopback0;172.27.208.28;Serial0/0/0.1;172.24.101.250;age;
ra32151.bnu.brad_Loopback0;172.27.95.212;Serial0.1;172.25.192.226;age;
ra035059.srr.brad_Loopback0;172.27.173.60;Serial0/0/0.1;172.25.145.210;otr;
ra39347.blm.brad_Loopback0;172.17.51.188;Serial0/0/0.1;172.25.154.154;otr;
ra30338.bnu.brad_Loopback0;172.27.86.196;Serial0/0.1;172.24.40.194;age;
ra37755.bru.brad_Loopback0;172.27.138.76;Serial0/0/0.1;172.25.150.98;otr;
ra30380.fns.brad_Loopback0;172.27.88.100;Serial0.1;172.25.249.138;age;
ra060462.sat1.brad_Loopback0;172.17.103.156;Serial0/1/0.1;172.26.238.1;age;
ra32178.blm.brad_Loopback0;172.27.79.212;Serial0.1;172.25.139.250;age;
ra31471.bhe.brad_Loopback0;172.27.59.180;Serial1.1;172.25.141.14;age;
ra32239.mns.brad_Loopback0;172.27.80.4;Serial0/0.1;172.25.238.242;age;
ra30256.sts.brad_Loopback0;172.27.50.36;Serial0/0/0.1;172.25.87.66;age;
ra30256.sts.brad_Loopback0;172.27.50.36;Serial0/1/2.100;172.24.243.137;age;
ra031537.pae.brad_Loopback0;172.27.61.20;Serial0.1;172.26.238.129;age;
ra33171ag.rce.brad_Loopback0;172.27.82.228;Serial1.1;172.24.184.226;age;
ra33269.csl.brad_Loopback0;172.27.97.180;Serial0/0.1;172.25.144.146;age;
ra035276.srr.brad_Loopback0;172.17.59.28;Serial0/0/0.1;172.25.186.242;otr;
ra052414.bru.brad_Loopback0;172.27.18.28;Serial0/0/0.1;172.24.192.138;age;
ra33169.rce.brad_Loopback0;172.27.82.212;Serial0.1;172.25.246.202;age;
ra01328ag.sdr.brad_Loopback0;172.27.204.204;Serial0/0/0.1;172.25.159.194;age;
ra22517.srr.brad_Loopback0;172.27.47.100;Serial1.1;172.25.6.242;age;
ra31260.rce.brad_Loopback0;172.27.77.4;Serial0/2.1;172.25.223.170;age;
ra22516.srr.brad_Loopback0;172.27.46.244;Serial0.1;172.25.6.234;age;
ra30682.fla.brad_Loopback0;172.27.213.60;Serial0.1;172.25.214.162;age;
ra33293.cba.brad_Loopback0;172.27.70.244;Serial0.1;172.25.192.146;age;
ra33277.pae.brad_Loopback0;172.27.98.36;Serial0.1;172.25.111.42;age;
ra35224.paa.brad_Loopback0;172.17.5.236;Serial0/0/0.1;172.25.152.74;otr;
ra31775.pae.brad_Loopback0;172.27.93.244;Serial0/0.1;172.24.72.154;age;
ra30056.srr.brad_Loopback0;172.27.31.196;Serial1.1;172.25.143.210;age;
ra035455.srr.brad_Loopback0;172.17.16.252;Serial0/1/0.1;172.25.153.2;otr;
ra21288.nct.brad_Loopback0;172.27.179.252;Serial0/1/0.1;172.24.67.210;age;
ra32811.mns.brad_Loopback0;172.27.80.220;Serial0/0.1;172.24.159.194;age;
ra035347bd.sat1.brad_Loopback0;172.17.20.252;Serial0/0/0.1;172.26.138.141;otr;
ra30697.blm.brad_Loopback0;172.27.73.68;Serial1.1;172.26.134.137;age;
ra30533.rpo.brad_Loopback0;172.27.37.36;Serial0.1;172.25.161.146;age;
ra31723.vta.brad_Loopback0;172.27.63.20;Serial0.1;172.25.238.234;age;
ra059757.mbi.brad_Loopback0;172.27.0.92;Serial1.1;172.24.5.26;otr;
ra32069.soc.brad_Loopback0;172.27.43.164;Serial0.1;172.25.130.250;age;
ra11160ag.vta.brad_Loopback0;172.27.103.52;Serial0.1;172.26.232.49;age;
ra32218.blm.brad_Loopback0;172.27.79.244;Serial0/0.1;172.25.164.138;age;
ra33292.roi.brad_Loopback0;172.27.70.228;Serial0.1;172.24.36.42;age;
ra31705.cta.brad_Loopback0;172.27.114.108;Serial0/0/0.1;172.24.240.98;age;
ra31924ag.cba.brad_Loopback0;172.27.65.4;Serial0.1;172.25.59.18;age;
ra33215.rce.brad_Loopback0;172.27.83.68;Serial0.1;172.24.184.242;age;
ra032840.pvo.brad_Loopback0;172.27.80.244;Serial0.1;172.25.202.210;age;
ra035834.srr.brad_Loopback0;172.17.45.28;Serial0/0/0.1;172.25.135.34;otr;
ra32396.mns.brad_Loopback0;172.27.80.36;Serial0/0.1;172.24.182.146;age;
ra030930.mcl.brad_Loopback0;172.27.55.244;Serial0.1;172.26.238.109;age;
ra32990.bnu.brad_Loopback0;172.27.97.100;Serial0.1;172.25.121.42;age;
ra30398.tte.brad_Loopback0;172.27.36.20;Serial1.1;172.25.247.74;age;
ra30051.lda.brad_Loopback0;172.27.85.84;Serial1.1;172.24.72.146;age;
ra31573.vta.brad_Loopback0;172.27.61.180;Serial0/0.1;172.25.236.234;age;
